global_key,source,job_id,job_url,title,company,company_link,location,country,posted_date,num_applicants,work_mode,employment_type,position,type,compensation,commitment,skills,category_primary,domain_l1,domain_l2,domain_l3,tax_confidence,scraped_at,master_built_at
https://www.linkedin.com/jobs/view/4376398302/,linkedin,4376398302,https://www.linkedin.com/jobs/view/4376398302/,Program Manager (Non-Profit) - Remote,Talent Bridge,https://www.linkedin.com/company/talent-bridgee/life,APAC,Nepal,12 hours ago,,Remote,Contract,,,,,,Non-IT,Legal,Other,Other,0.42,2026-02-23 05:29:09.040225,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4373450129/,linkedin,4373450129,https://www.linkedin.com/jobs/view/4373450129/,Content Feedback Manager,thetalo.co,https://www.linkedin.com/company/thetaloco/life,APAC,Nepal,2 days ago,,Remote,Full-time,,,,,,Non-IT,Marketing,General,Other,0.42,2026-02-23 05:29:06.760230,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4376370249/,linkedin,4376370249,https://www.linkedin.com/jobs/view/4376370249/,Psychologists (Remote),Elevate Recruitment,https://www.linkedin.com/company/elevate-recruitmentt/life,APAC,Nepal,21 hours ago,,Remote,Contract,,,"USD 30-80 per hour Role Overview One of our clients is collaborating with a leading AI research organization to engage experienced psychologists for a high-impact project focused on evaluating and improving AI systems’ performance on psychology-related tasks. In this role, you will design, review, and refine prompts and model outputs spanning clinical, cognitive, developmental, and social psychology. This opportunity is well-suited for psychologists with a strong academic foundation and the ability to critically assess reasoning, clarity, and ethical considerations in AI-generated content. Key Responsibilities Develop nuanced psychology-based tasks reflecting real-world scenarios, theories, and research applications. Review AI-generated responses for conceptual accuracy, ethical soundness, and psychological insight. Create benchmark answers that demonstrate best-practice reasoning aligned with clinical or academic standards. Identify model limitations and provide structured recommendations to improve outputs related to psychological topics. Collaborate asynchronously with researchers and peer reviewers using detailed written feedback. Required Qualifications PhD or PsyD in psychology or a closely related field. 3+ years of experience in clinical practice, academic research, teaching, or applied psychology. Deep knowledge of psychological theory, diagnostic criteria, research methods, and ethical frameworks. Strong analytical and written communication skills, with the ability to critique reasoning and logical structure. Familiarity with academic and applied contexts across multiple psychology subfields. Role Details Expected","10+ hours per week. Tasks may include open-ended reasoning, scenario-based judgment, literature synthesis, and ethics reviews. Deliverables-driven structure with peer validation and structured quality checks. Fully remote and asynchronous. Application Process Submit a resume or LinkedIn profile highlighting your psychology background and areas of expertise. Complete a short skills questionnaire; a paid trial task may be used to assess fit. Selected candidates will receive follow-up communication with next steps and additional project details. All qualified applicants will be considered without regard to legally protected characteristics. Reasonable accommodations are available upon request. APPLY NOW!",,Non-IT,Legal,Other,Other,0.42,2026-02-23 05:29:04.460330,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4373757908/,linkedin,4373757908,https://www.linkedin.com/jobs/view/4373757908/,Sales Enablement Specialist,TalentPop App,https://www.linkedin.com/company/talentpop-app/life,"Kathmandu, Bāgmatī, Nepal",Nepal,1 day ago,,Remote,Full-time,"When applying, please choose “Brand Concierge” from the list of available roles. Enter Code: In the application form, you must enter the unique code SES in the designated application code field. Ready to empower high-performing sales teams? Apply now to become our next Sales Enablement Specialist!",,,,,Non-IT,Sales,General,Other,0.42,2026-02-23 05:29:02.124498,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4376395402/,linkedin,4376395402,https://www.linkedin.com/jobs/view/4376395402/,Freelance Writing Specialist (Remote),Keystone Recruitment,https://www.linkedin.com/company/keystone-recruitmentt/life,APAC,Nepal,12 hours ago,,Remote,Contract,,,"USD35–45 per hour Role Overview One of our clients is partnering with a leading AI research team on a large-scale supervised fine-tuning (SFT) initiative aimed at improving how advanced language models respond to real-world questions. We are seeking strong writers and critical thinkers to contribute as independent contractors on a flexible, project-based basis. This opportunity is ideal for individuals with excellent reasoning and communication skills who are interested in contributing to applied AI research while maintaining control over their schedule. Key Responsibilities Create realistic prompts that reflect how people naturally ask questions across general topics Review and edit AI-generated responses for clarity, accuracy, and usefulness Write high-quality human-authored responses to selected prompts Generate small variations of prompts to test nuanced differences in model behavior Evaluate responses across varying lengths, tones, and instructional styles Identify ambiguities, weaknesses, or failure cases in model outputs Ideal Qualifications Current undergraduate or graduate student, or recent graduate Strong written communication and critical thinking skills Ability to synthesize information clearly and accurately High attention to detail and comfort comparing similar written responses Ability to work independently and manage time effectively in a remote environment Applicants from diverse academic backgrounds are encouraged to apply. Engagement Details Fully remote and asynchronous — work on your own schedule Expected","approximately 10–40 hours per week Project-based engagement with potential for extension based on project needs Work performed on an independent contractor basis Compensation & Contract Terms $35–$45 per hour, based on experience and performance Independent contractor classification Application Process Submit your resume Complete a brief background form Selected applicants will be invited to complete a short sample task We consider all qualified applicants without regard to legally protected characteristics and provide reasonable accommodations upon request.",,Non-IT,Legal,Other,Other,0.42,2026-02-23 05:28:59.851907,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4373741988/,linkedin,4373741988,https://www.linkedin.com/jobs/view/4373741988/,Entry Level Data Analyst (Remote),PULSE MEDIA (EMEA REGION),https://www.linkedin.com/company/pulsemediaemea/life,South Asia,Nepal,1 day ago,,Remote,Full-time,,,,,,Non-IT,Non-IT-Other,Other,Other,0.35,2026-02-23 05:28:57.546004,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4372335055/,linkedin,4372335055,https://www.linkedin.com/jobs/view/4372335055/,Article Trainee,,,"Bharatpur, Nepal",Nepal,6 days ago,5 applicants No response insights available yet,On-site,Full-time,,,,,,Non-IT,Non-IT-Other,Other,Other,0.35,2026-02-23 05:28:37.542407,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4373764811/,linkedin,4373764811,https://www.linkedin.com/jobs/view/4373764811/,Sales Enablement Specialist,TalentPop App,https://www.linkedin.com/company/talentpop-app/life,"Pokhara, Gandakī, Nepal",Nepal,1 day ago,,Remote,Full-time,"When applying, please choose “Brand Concierge” from the list of available roles. Enter Code: In the application form, you must enter the unique code SES in the designated application code field. Ready to empower high-performing sales teams? Apply now to become our next Sales Enablement Specialist!",,,,,Non-IT,Sales,General,Other,0.42,2026-02-23 05:28:35.215941,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4370650126/,linkedin,4370650126,https://www.linkedin.com/jobs/view/4370650126/,Public Health Officer,,,"Dhangarhi, Setī, Nepal",Nepal,1 week ago,6 applicants No response insights available yet,On-site,Full-time,,,,,,Non-IT,Operations,Admin,Other,0.42,2026-02-23 05:28:28.408911,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4376381115/,linkedin,4376381115,https://www.linkedin.com/jobs/view/4376381115/,Freelance Writing Specialist (Remote),Keystone Recruitment,https://www.linkedin.com/company/keystone-recruitmentt/life,APAC,Nepal,17 hours ago,,Remote,Contract,,,"USD35–45 per hour Role Overview One of our clients is partnering with a leading AI research team on a large-scale supervised fine-tuning (SFT) initiative aimed at improving how advanced language models respond to real-world questions. We are seeking strong writers and critical thinkers to contribute as independent contractors on a flexible, project-based basis. This opportunity is ideal for individuals with excellent reasoning and communication skills who are interested in contributing to applied AI research while maintaining control over their schedule. Key Responsibilities Create realistic prompts that reflect how people naturally ask questions across general topics Review and edit AI-generated responses for clarity, accuracy, and usefulness Write high-quality human-authored responses to selected prompts Generate small variations of prompts to test nuanced differences in model behavior Evaluate responses across varying lengths, tones, and instructional styles Identify ambiguities, weaknesses, or failure cases in model outputs Ideal Qualifications Current undergraduate or graduate student, or recent graduate Strong written communication and critical thinking skills Ability to synthesize information clearly and accurately High attention to detail and comfort comparing similar written responses Ability to work independently and manage time effectively in a remote environment Applicants from diverse academic backgrounds are encouraged to apply. Engagement Details Fully remote and asynchronous — work on your own schedule Expected","approximately 10–40 hours per week Project-based engagement with potential for extension based on project needs Work performed on an independent contractor basis Compensation & Contract Terms $35–$45 per hour, based on experience and performance Independent contractor classification Application Process Submit your resume Complete a brief background form Selected applicants will be invited to complete a short sample task We consider all qualified applicants without regard to legally protected characteristics and provide reasonable accommodations upon request.",,Non-IT,Legal,Other,Other,0.42,2026-02-23 05:28:26.156138,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4373759036/,linkedin,4373759036,https://www.linkedin.com/jobs/view/4373759036/,Entry Level Data Analyst (Remote),PULSE MEDIA (EMEA REGION),https://www.linkedin.com/company/pulsemediaemea/life,South Asia,Nepal,1 day ago,,Remote,Full-time,,,,,,Non-IT,Non-IT-Other,Other,Other,0.35,2026-02-23 05:28:23.854432,2026-02-25T18:01:32
https://merojob.com/area-sales-coordinator-mobile-phone,merojob,area-sales-coordinator-mobile-phone,https://merojob.com/area-sales-coordinator-mobile-phone,,,https://merojob.com/employer/zte-corporation-2/detail,,Nepal,,,,,,,,,,Non-IT,Non-IT-Other,Other,Other,0.35,2026-02-23 05:26:56.246824,2026-02-25T18:01:32
https://merojob.com/national-sales-coordinator-mobile-phone,merojob,national-sales-coordinator-mobile-phone,https://merojob.com/national-sales-coordinator-mobile-phone,,,https://merojob.com/employer/zte-corporation-2/detail,,Nepal,,,,,,,,,,Non-IT,Non-IT-Other,Other,Other,0.35,2026-02-23 05:26:55.542022,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4375629855/,linkedin,4375629855,https://www.linkedin.com/jobs/view/4375629855/,Compensation Manager (Remote),Elevate Recruitment,https://www.linkedin.com/company/elevate-recruitmentt/life,APAC,South Korea,3 hours ago,,Remote,Contract,,,,,,Non-IT,HR,General,Other,0.42,2026-02-20 08:15:12.636357,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4341530228/,linkedin,4341530228,https://www.linkedin.com/jobs/view/4341530228/,E&I Technician (1년 계약직),Air Liquide,https://www.linkedin.com/company/airliquide/life,"Cheonan, South Chungcheong, South Korea",South Korea,Reposted 2 weeks ago,,On-site,Full-time,,,,,,Non-IT,Non-IT-Other,Other,Other,0.35,2026-02-20 08:15:10.403187,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4370943582/,linkedin,4370943582,https://www.linkedin.com/jobs/view/4370943582/,Junior Casualty Underwriter,Starr,https://www.linkedin.com/company/starr-insurance/life,"Seoul, South Korea",South Korea,1 week ago,Actively reviewing applicants,On-site,Full-time,,,,,,Non-IT,Non-IT-Other,Other,Other,0.35,2026-02-20 08:15:08.193539,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4369513385/,linkedin,4369513385,https://www.linkedin.com/jobs/view/4369513385/,Creator Manager,Netmarble,https://www.linkedin.com/company/netmarble-games/life,"Seoul, South Korea",South Korea,1 week ago,22 applicants No response insights available yet,On-site,Full-time,,,,,,Non-IT,Management,General,Other,0.42,2026-02-20 08:15:03.661857,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4370925855/,linkedin,4370925855,https://www.linkedin.com/jobs/view/4370925855/,CDC Director w/CYP Oversight (Includes School Liaison Role),Navy Region Korea Fleet and Family Readiness (FFR),https://www.linkedin.com/company/nrkffr/life,"Chinhae, South Gyeongsang, South Korea",South Korea,1 week ago,,,Full-time,,,,,,Non-IT,Education,Other,Other,0.42,2026-02-20 08:14:43.395837,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4368163219/,linkedin,4368163219,https://www.linkedin.com/jobs/view/4368163219/,Public Policy Analyst,GR Korea,https://www.linkedin.com/company/gr-korea/life,"Seoul, South Korea",South Korea,2 weeks ago,,On-site,Full-time,,,,,,Non-IT,Non-IT-Other,Other,Other,0.35,2026-02-20 08:14:41.151014,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4374150538/,linkedin,4374150538,https://www.linkedin.com/jobs/view/4374150538/,Senior Program Officer,Tara Climate Foundation,https://www.linkedin.com/company/tara-climate-foundation/life,South Korea,South Korea,2 days ago,Over 100 applicants Promoted by hirer,Remote,Full-time,,,,,,Non-IT,Operations,Admin,Other,0.42,2026-02-20 08:14:38.921945,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4360807933/,linkedin,4360807933,https://www.linkedin.com/jobs/view/4360807933/,Surveyor I,American Bureau of Shipping (ABS),https://www.linkedin.com/company/american-bureau-of-shipping/life,Ulsan Metropolitan Area,South Korea,Reposted 1 week ago,,On-site,Full-time,,,,,,Non-IT,Non-IT-Other,Other,Other,0.35,2026-02-20 08:14:36.577790,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4375657511/,linkedin,4375657511,https://www.linkedin.com/jobs/view/4375657511/,Customer Service Representative (CSR),Imprint Now,https://www.linkedin.com/company/imprint-now/life,Busan Metropolitan Area,South Korea,7 minutes ago,,Remote,Full-time,,,,,,Non-IT,Customer Support,General,Other,0.66,2026-02-20 08:14:34.343671,2026-02-25T18:01:32
https://merojob.com/uk-counselor-15,merojob,uk-counselor-15,https://merojob.com/uk-counselor-15,UK Counselor,,,,Nepal,"Feb 16, 2026",,,Full Time,Mid Level,,Not Disclosed,More than 2 years,"Required skills for this job, Documentation, MS Office Package, Salary, Offered Salary, Not Disclosed, Login to Apply, About the organization",Non-IT,Operations,Admin,Other,0.42,2026-02-20 08:12:06.214854,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4363024417/,linkedin,4363024417,https://www.linkedin.com/jobs/view/4363024417/,Attorney-at-law,"Georgiev, Kolev & Katzarsky Law Offices",https://www.linkedin.com/company/georgiev-kolev-law-offices/life,"Sofia, Sofia City, Bulgaria",Qatar,1 week ago,8 applicants Actively reviewing applicants,On-site,Full-time,,,,,,Non-IT,Non-IT-Other,Other,Other,0.35,2026-02-20 08:12:01.570121,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4344318134/,linkedin,4344318134,https://www.linkedin.com/jobs/view/4344318134/,Regulatory Intelligence Manager,Nufarm,https://www.linkedin.com/company/nufarm/life,European Economic Area,Qatar,Reposted 3 weeks ago,,Remote,Full-time,,,,,,Non-IT,Management,General,Other,0.42,2026-02-20 08:11:58.872702,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4370396660/,linkedin,4370396660,https://www.linkedin.com/jobs/view/4370396660/,2D Artist - Slots,Enjoy Gaming,https://www.linkedin.com/company/enjoygaming/life,European Economic Area,Qatar,1 week ago,,Remote,Full-time,,,,,,Non-IT,Non-IT-Other,Other,Other,0.35,2026-02-20 08:11:56.376040,2026-02-25T18:01:32
https://merojob.com/counselor-europe-3,merojob,counselor-europe-3,https://merojob.com/counselor-europe-3,Counselor - Europe,,https://merojob.com/employer/cscglobal/detail,,Nepal,"Feb 17, 2026",,,Full Time,Mid Level,,Not Disclosed,More than 1 year,"Required skills for this job, Counseling, Attention to Detail, Offered Salary, Not Disclosed, Login to Apply, About the organization",Non-IT,Non-IT-Other,Other,Other,0.35,2026-02-20 08:11:55.743752,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4363064416/,linkedin,4363064416,https://www.linkedin.com/jobs/view/4363064416/,Senior Security Engineer,SUSE,https://www.linkedin.com/company/suse/life,Bulgaria,Qatar,1 week ago,,Remote,Full-time,,,,,,Non-IT,Non-IT-Other,Other,Other,0.35,2026-02-20 08:11:54.023364,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4358963756/,linkedin,4358963756,https://www.linkedin.com/jobs/view/4358963756/,Machine operator,Henkel,https://www.linkedin.com/company/henkel/life,"Sofia, Sofia City, Bulgaria",Qatar,Reposted 1 week ago,,On-site,Full-time,,,,,,Non-IT,Non-IT-Other,Other,Other,0.35,2026-02-20 08:11:51.525275,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4372523015/,linkedin,4372523015,https://www.linkedin.com/jobs/view/4372523015/,Customer Success Executive,Vision Group Retail,https://www.linkedin.com/company/visiongroupretail/life,"Sofia, Bulgaria",Qatar,3 days ago,Actively reviewing applicants,On-site,Full-time,,,,,,Non-IT,Non-IT-Other,Other,Other,0.35,2026-02-20 08:11:49.109692,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4375047528/,linkedin,4375047528,https://www.linkedin.com/jobs/view/4375047528/,Agricultural Scientist (Remote),Elevate Recruitment,https://www.linkedin.com/company/elevate-recruitmentt/life,EMEA,Qatar,1 day ago,,Remote,Contract,,,,,,Non-IT,Legal,Other,Other,0.42,2026-02-20 08:11:46.838681,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4372619491/,linkedin,4372619491,https://www.linkedin.com/jobs/view/4372619491/,Owner,,,,Qatar,,,,,,,,,,Non-IT,Non-IT-Other,Other,Other,0.35,2026-02-20 08:11:20.749261,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4371008274/,linkedin,4371008274,https://www.linkedin.com/jobs/view/4371008274/,Accounts Receivable Intern,,,,Qatar,,,,,,,,,,Non-IT,Finance,Accounting,Other,0.42,2026-02-20 08:11:18.548215,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4343744758/,linkedin,4343744758,https://www.linkedin.com/jobs/view/4343744758/,Cultivation Supervisor (relocation to Switzerland),,,,Qatar,,,,,,,,,,Non-IT,Finance,Tax,Other,0.42,2026-02-20 08:11:16.259434,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4361868360/,linkedin,4361868360,https://www.linkedin.com/jobs/view/4361868360/,Freelance Writing Specialist (Remote),,,,Saudi Arabia,,,,,,,"USD35–45 per hour Role Overview One of our clients is partnering with a leading AI research team on a large-scale supervised fine-tuning (SFT) initiative aimed at improving how advanced language models respond to real-world questions. We are seeking strong writers and critical thinkers to contribute as independent contractors on a flexible, project-based basis. This opportunity is ideal for individuals with excellent reasoning and communication skills who are interested in contributing to applied AI research while maintaining control over their schedule. Key Responsibilities Create realistic prompts that reflect how people naturally ask questions across general topics Review and edit AI-generated responses for clarity, accuracy, and usefulness Write high-quality human-authored responses to selected prompts Generate small variations of prompts to test nuanced differences in model behavior Evaluate responses across varying lengths, tones, and instructional styles Identify ambiguities, weaknesses, or failure cases in model outputs Ideal Qualifications Current undergraduate or graduate student, or recent graduate Strong written communication and critical thinking skills Ability to synthesize information clearly and accurately High attention to detail and comfort comparing similar written responses Ability to work independently and manage time effectively in a remote environment Applicants from diverse academic backgrounds are encouraged to apply. Engagement Details Fully remote and asynchronous — work on your own schedule Expected","approximately 10–40 hours per week Project-based engagement with potential for extension based on project needs Work performed on an independent contractor basis Compensation & Contract Terms $35–$45 per hour, based on experience and performance Independent contractor classification Application Process Submit your resume Complete a brief background form Selected applicants will be invited to complete a short sample task We consider all qualified applicants without regard to legally protected characteristics and provide reasonable accommodations upon request.",,Non-IT,Non-IT-Other,Other,Other,0.35,2026-02-20 08:09:58.947784,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4351960931/,linkedin,4351960931,https://www.linkedin.com/jobs/view/4351960931/,Freelance Writing Specialist (Remote),,,,Saudi Arabia,,,,,,,"USD35–45 per hour Role Overview One of our clients is partnering with a leading AI research team on a large-scale supervised fine-tuning (SFT) initiative aimed at improving how advanced language models respond to real-world questions. We are seeking strong writers and critical thinkers to contribute as independent contractors on a flexible, project-based basis. This opportunity is ideal for individuals with excellent reasoning and communication skills who are interested in contributing to applied AI research while maintaining control over their schedule. Key Responsibilities Create realistic prompts that reflect how people naturally ask questions across general topics Review and edit AI-generated responses for clarity, accuracy, and usefulness Write high-quality human-authored responses to selected prompts Generate small variations of prompts to test nuanced differences in model behavior Evaluate responses across varying lengths, tones, and instructional styles Identify ambiguities, weaknesses, or failure cases in model outputs Ideal Qualifications Current undergraduate or graduate student, or recent graduate Strong written communication and critical thinking skills Ability to synthesize information clearly and accurately High attention to detail and comfort comparing similar written responses Ability to work independently and manage time effectively in a remote environment Applicants from diverse academic backgrounds are encouraged to apply. Engagement Details Fully remote and asynchronous — work on your own schedule Expected","approximately 10–40 hours per week Project-based engagement with potential for extension based on project needs Work performed on an independent contractor basis Compensation & Contract Terms $35–$45 per hour, based on experience and performance Independent contractor classification Application Process Submit your resume Complete a brief background form Selected applicants will be invited to complete a short sample task We consider all qualified applicants without regard to legally protected characteristics and provide reasonable accommodations upon request.",,Non-IT,Non-IT-Other,Other,Other,0.35,2026-02-20 08:09:56.832578,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4375044543/,linkedin,4375044543,https://www.linkedin.com/jobs/view/4375044543/,Freelance Writing Specialist (Remote),,,,Saudi Arabia,,,,,,,,,,Non-IT,Non-IT-Other,Other,Other,0.35,2026-02-20 08:09:52.534970,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4355218060/,linkedin,4355218060,https://www.linkedin.com/jobs/view/4355218060/,Newbuilding Surveyor,DNV,https://www.linkedin.com/company/dnv/life,"Nanjing, Fujian, China",Saudi Arabia,Reposted 6 days ago,,On-site,Full-time,,,,,,Non-IT,Non-IT-Other,Other,Other,0.35,2026-02-20 08:09:10.493997,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4298036157/,linkedin,4298036157,https://www.linkedin.com/jobs/view/4298036157/,Chief Information Security Officer China - (local conditions),Airbus,https://www.linkedin.com/company/airbusgroup/life,"Beijing, Beijing, China",Saudi Arabia,Reposted 1 week ago,,Hybrid,Full-time,"BEIJING / TIANJIN Digital Security @ Airbus Are you interested in working with leading experts to protect Airbus against an ever evolving cyber threat and be part of the Digital Security team combining IT, industrial manufacturing, product and people security? Are you willing to work in a multicultural environment? Are you ready to take on a new and exciting challenge? Airbus gives you the opportunity to apply your expertise and develop your skills and competencies! Airbus is a leader in the aerospace & defence sector, offering many challenging opportunities and providing numerous benefits to its employees, such as: development and training, unique challenges, world wide scope, access to key markets, mobility opportunities, and last but not least, a respectable work-life balance. Accountabilities The role is directly reporting to the Airbus China Region Head of Security, and is primarily accountable for maintaining the cyber security risk down to an acceptable level for assets under his area of responsibility. In addition to the direct reporting, the China Chief Information Security Officer (China CISO) has a dotted reporting line to the Corporate Chief Information Security Officer (Corporate CISO). Is accountable on Digital Security related topics across IT, Industrial, Product & Services and People & Workplace for all Airbus Divisions and their controlled or joint controlled affiliates in China Region. The China CISO acts on behalf of the respective Division CISOs for Division specific topics. Digital Security Strategy, Operating Model, and Risk ( 60%) Adapt and execute locally the Digital Security strategy, in line with the worldwide Corporate and Divisional Digital Security strategies Translate the Digital Security strategy into operational priorities in CHINA Ensure the operational strategy implementation (activities, projects, initiatives, etc.) Arbitrate and prioritize Digital Security operations and hot topics Drive a consistent overall planning, adherence and operating model of the China Digital Security operations, derived from a transparent and shared business risk-based framework and priorities in collaboration with local IM, Industrial, Products & Services and People & Workplace representatives, where relevant Collect, monitor, manage and report Digital Security risks to Corporate and to the relevant Divisions Represent respective Division CISO and coordinate accordingly for Divisional specific digital security topics in CHINA. Legal & Compliance (20%) Ensure compliance with Airbus internal policies and Directives Represent Airbus and interact with regional digital security authorities and local Joint Venture partners Ensure compliance with Regional Digital Security laws and regulations Financial resources (10%) Define Airbus China digital security budgets and liaise with relevant local and Corporate stakeholders (incl. Corporate CISO) Consolidate and coordinate local operational Digital Security budgets, and arbitrate on priorities Human resources, talents & competences ( 10%) Coordinate and animate the local Digital Security team Be part of the nomination process for relevant Digital Security stakeholders in China Responsibilities Digital Security Strategy, Operating Model, and Risk Ensure compliance with Digital Security Corporate and Divisional requirements / standards Enable business and transformation on Digital Security matters Ensure timely deployment of Corporate Digital Security initiatives Ensure business projects undergo the appropriate Digital Security validation processes Coordinate and facilitate China Digital Security initiatives and programmes Identify and consolidate Digital Security risks and their related response plan in CHINA Financial resources Manage and monitor Digital Security budgets in CHINA. Define and implement a local Digital Security Make or Buy strategy, derived from and aligned with the Corporate and Airbus China Make or Buy strategies Provide regular updates on budget consumption and/or changes per security assets to Corporate and relevant stakeholders Internal & external collaboration On an operational perspective, coordinate with the relevant Division CISOs when necessary Engage in the Airbus CISO worldwide community Collaborate with Corporate and Divisional Digital Security stakeholders & communities to identify and strengthen worldwide synergies, in terms of Digital Security capabilities, including: Enterprise security architecture ; Detection and response (incl. SOC and CERT) ; Digital security evaluation and tests ; Risk, vulnerability and critical asset management ; Cybersecurity innovation and scouting ; Digital security office (project management & competencies development) Collaborate with local IM, Industrial, Products & Services and People & Workplace representatives, where relevant on the following topics: Share local Digital Security constraints, challenges, opportunities, best practices and needs with peers Manage external communication and engage with internal Airbus teams and employees on Digital Security topics in CHINA Enhance Airbus Digital Security footprint by the means of publications, presentations, external engagements, etc... in CHINA Influence lobbies and contribute to drafting new national regulations and standards which can have an impact on Airbus Digital Security matters Collaborate with relevant Airbus Regions & Countries on Digital Security topics Collaborate with the Corporate Security Awareness team to provide support for Security Awareness activities and communications in CHINA, as required Human resources, talents & competences Facilitate the recruitment of Digital Security profiles, in line with the local, affiliate and corporate recruitment plans, and inform relevant stakeholders on the headcount and recruitment status Report on Corporate security objectives achievements to Corporate CISO during annual review meeting Report to Corporate and relevant stakeholders on local attractiveness & retention, competence & development, diversity & inclusion issues and recommendations Adapt, tailor and execute locally the Corporate attractiveness & retention plan, the competence & development plan and the diversity & inclusion plan and provide feedback on local specificities Outputs Region Digital Security strategy & governance implementation Region Digital Security priorities definition and achievement of objectives Region Digital Security financial resources (budgets & Make or Buy strategy) Region attractiveness & retention, competence & development, diversity & inclusion actions & status Region Digital Security reporting on local capabilities Digital Security publications, presentations, external engagement, benchmarks Region Digital Security operations risk dashboard Applicability assessment and tailoring proposal for Corporate and Divisional Digital Security standards Digital Security synergies with Corporate and Divisional existing initiatives Local Digital Security constraints, challenges, opportunities, best practices and needs Profile Knowledge Master's Degree in Information Security or equivalent experience English: Excellent communication French, German and/or Spanish is a plus Experience +10 year of experience in management role +10 year of experience in cybersecurity Aerospace and Defense background is a plus Leadership skills Stakeholder Management Planning and Strategic Management Organization, Resources (headcounts and budget) Management Communication and presentation skills Technical skills Solid background is required in : Cybersecurity Risk management (assessment methods, risk treatment options) Project Management, Processes, Method and tools Security awareness & communication Cybersecurity audit Cybersecurity standards and applicable regulations National accreditations (or eligibility) are a plus. This job requires an awareness of any potential compliance risks and a commitment to act with integrity, as the foundation for the Company’s success, reputation and sustainable growth. Company: Airbus (China) Enterprise Management and Services Co.Limited Employment","Permanent Experience Level: Professional Job Family: Cyber Security By submitting your CV or application you are consenting to Airbus using and storing information about you for monitoring purposes relating to your application or future employment. This information will only be used by Airbus. Airbus is committed to achieving workforce diversity and creating an inclusive working environment. We welcome all applications irrespective of social and cultural background, age, gender, disability, sexual orientation or religious belief. Airbus is, and always has been, committed to equal opportunities for all. As such, we will never ask for any type of monetary exchange in the frame of a recruitment process. Any impersonation of Airbus to do so should be reported to emsom@airbus.com . At Airbus, we support you to work, connect and collaborate more easily and flexibly. Wherever possible, we foster flexible working arrangements to stimulate innovative thinking.",,,,IT,Security,SOC,Other,0.82,2026-02-20 08:09:08.109983,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4370921831/,linkedin,4370921831,https://www.linkedin.com/jobs/view/4370921831/,Buyer,Accelleron,https://www.linkedin.com/company/accelleron-industries/life,"Chongqing, Chongqing, China",Saudi Arabia,1 week ago,,On-site,Full-time,,,,,,Non-IT,Non-IT-Other,Other,Other,0.35,2026-02-20 08:09:05.696096,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4358168426/,linkedin,4358168426,https://www.linkedin.com/jobs/view/4358168426/,Assistant Communications Manager,Dyson,https://www.linkedin.com/company/dyson/life,"Shanghai, Shanghai, China",Saudi Arabia,Reposted 23 hours ago,,,Full-time,,,,,,Non-IT,Management,General,Other,0.42,2026-02-20 08:09:03.472028,2026-02-25T18:01:32
